id_processo,numero_processo,polo_ativo,polo_passivo,tipo_processo,area_juridica,valor_causa,custo_total,honorarios_advogado,provisao_risco,fase_atual,status_processo,data_abertura,data_ultima_movimentacao,data_encerramento,tempo_tramitacao_dias,decisao_final,responsavel,escritorio_responsavel,tribunal_responsavel,comarca,instancia,uf_processo,descricao_processo,movimentacoes
1981,34099-54.1996.5.68.2197,Ana Luiza Gomes,Casa Grande Alves S/A,Usucapião,Direito Ambiental,245012.58,20265.65,36316.11,148380.19,Alegações Finais,Ativo,2020-10-21,2023-01-06,,,,Bruno da Conceição,Casa Grande Advogados,TRT1,Vitória,1ª Instância,PR,Sequi rem consequatur magnam amet unde. Doloremque accusantium dolorum eum ipsa.,"['2020-12-28: Tempora suscipit minus quo itaque consequatur.', '2021-03-14: Quibusdam illo cumque qui iusto a natus minima.', '2021-03-30: Voluptates quod eaque alias.', '2021-05-27: Suscipit quas perferendis quos repellat esse quae placeat quod.', '2021-07-05: Magnam magni adipisci vitae quae recusandae harum.', '2021-08-20: Repellendus expedita ea eaque optio veritatis distinctio fugiat.', '2021-09-09: Assumenda eveniet maiores et laudantium ex ad consequatur.', '2021-12-01: Porro dolorum quidem a maxime adipisci repellat vitae expedita.', '2022-01-27: Dolorum error eaque fugit quod fugit sapiente.', '2022-02-22: Libero tenetur voluptatibus quisquam labore cumque porro hic.', '2022-05-16: Libero asperiores blanditiis architecto placeat dolor fuga consectetur ipsa soluta quaerat.', '2022-06-25: Consequuntur soluta rem ducimus eos numquam placeat cumque blanditiis.', '2022-09-17: Ab rem qui fugiat esse placeat voluptatibus repellendus.']"
1982,98714-49.1993.7.73.7596,Leão Gomes - EI,Fogaça,Ação Popular,Direito Imobiliário,64453.76,8246.33,10216.37,0.0,Arquivado,Arquivado,2022-04-21,2024-06-18,2024-07-23,824.0,Recurso Improvido,Luiz Miguel Oliveira,Souza Novais - EI Advogados,TJBA,Brasília,TST,AM,Possimus aut impedit.,"['2022-07-16: Atque itaque illo inventore voluptatum.', '2022-08-03: Perferendis reiciendis officia doloremque nihil harum.', '2022-09-20: Optio sit dolore vitae temporibus sit excepturi temporibus earum aspernatur.', '2022-10-12: Debitis fuga commodi temporibus iste consequuntur eos consequuntur ut.', '2022-12-03: Minima veritatis corporis distinctio id aperiam voluptatibus sit vero.', '2023-01-21: Dolorum esse dignissimos autem velit asperiores nisi aliquam.', '2023-02-17: A odit fuga aliquam quibusdam magni accusamus.', '2023-04-22: Debitis temporibus consequuntur libero exercitationem ipsam.', '2023-05-16: Optio soluta minima labore enim asperiores fuga placeat.', '2023-07-20: Iusto dolorem magnam modi beatae dicta saepe nam repellendus repudiandae.', '2023-09-24: Occaecati temporibus aspernatur explicabo adipisci voluptates.']"
1983,93352-82.1996.4.01.7510,Gael Correia,Thiago da Luz,Ação Popular,Direito Penal,809142.13,96672.55,0.0,414237.88,Recurso Especial,Ativo,2023-08-31,2025-06-04,,,,Eduardo Cunha,Andrade Dias - ME Advogados,TRT3,Brasília,1ª Instância,RO,Delectus voluptas aliquam exercitationem nemo sint. Repudiandae aut voluptate numquam placeat architecto sapiente.,"['2023-09-15: Illo ea minus fugit rerum numquam incidunt alias.', '2023-11-09: Possimus ipsam in commodi aut numquam repellat est veritatis voluptatum.', '2024-01-24: Deserunt eius ad quod dicta sint ducimus magnam sequi.', '2024-03-12: Incidunt blanditiis aperiam aut voluptates eaque adipisci eaque pariatur error dicta.', '2024-06-09: Mollitia eveniet inventore voluptatem earum repellendus.', '2024-08-29: Cupiditate repudiandae maxime placeat repudiandae eos.', '2024-11-14: Alias modi dolore sequi in consectetur.', '2025-01-14: Quibusdam eos velit fuga nisi nisi debitis in eaque pariatur.', '2025-04-06: Id voluptate debitis assumenda porro laboriosam porro praesentium tempora repudiandae.', '2025-05-23: Sint vitae excepturi quos omnis.', '2025-06-04: Corporis vitae pariatur animi blanditiis voluptatem.', '2025-06-04: Temporibus ullam quo ipsa omnis dolore nisi.', '2025-06-04: Ratione delectus facilis dolorum amet atque illo sit iste.', '2025-06-04: Nesciunt porro fugiat fugit est animi.', '2025-06-04: At sint dolores nihil animi doloremque sed commodi dolores minima.']"
1984,75758-58.1994.4.69.3331,Vieira,João Miguel Moraes,Recuperação Judicial,Direito Empresarial,787653.1,67579.87,161985.01,620384.18,Arquivado,Arquivado,2022-08-06,2025-06-04,2025-05-28,1026.0,Procedente,Otávio Fernandes,Azevedo Advogados,TJRS,Ribeirão Preto,STJ,MG,Autem est minima consectetur. Exercitationem in quam minus dolorum.,"['2022-10-01: Perferendis accusamus iure quia fugiat.', '2022-11-01: Quidem tempore totam sunt eos eligendi sint.', '2023-01-05: Asperiores ullam officiis magnam ullam illum commodi.', '2023-01-29: Perferendis eos quas deleniti totam architecto.', '2023-03-20: Repudiandae natus facilis cum aperiam sapiente ratione consequatur.', '2023-05-19: Corporis magnam et explicabo ex aperiam quam laboriosam pariatur commodi.', '2023-07-29: Aut consequatur fuga tempora a asperiores tempore.', '2023-10-18: Maxime aspernatur debitis ad sit voluptate hic laboriosam temporibus quaerat.', '2023-11-23: Reprehenderit porro velit sed sit.', '2024-01-14: Modi neque in esse sunt.', '2024-03-16: Quasi saepe rerum nobis architecto alias ab quisquam recusandae qui.', '2024-05-21: Occaecati ad debitis id eaque soluta est.', '2024-07-29: Laborum deleniti suscipit nihil explicabo animi cupiditate autem facere.', '2024-09-11: Id rem libero dignissimos aspernatur perferendis.', '2024-11-20: Quasi velit dolores ab a recusandae id placeat sit distinctio minima.', '2025-01-01: Impedit ratione eveniet dolores neque.', '2025-01-22: Quibusdam temporibus laboriosam fuga.', '2025-03-23: Perspiciatis veritatis nihil quod perspiciatis provident repellendus maxime ea officia modi.', '2025-04-21: Quisquam expedita quam modi quibusdam dolorum debitis quaerat qui voluptate.', '2025-05-23: Repellendus atque quaerat voluptas.', '2025-06-04: Perferendis temporibus expedita modi tempore libero deserunt quas.', '2025-06-04: Soluta delectus ex quibusdam nihil neque eum amet quia laborum distinctio.', '2025-06-04: Unde est blanditiis illum.']"
1985,35611-56.2017.4.12.8547,Laura Lima,Caldeira,Falência,Direito Empresarial,571539.27,56474.77,112209.02,84567.84,Alegações Finais,Ativo,2021-11-21,2023-08-12,,,,Luiz Miguel Oliveira,Nunes Silva Ltda. Advogados,TJDF,Fortaleza,2ª Instância,MT,Nisi dolores possimus corrupti pariatur eveniet.,"['2022-01-06: Quidem temporibus beatae recusandae vero illo animi possimus nostrum quisquam.', '2022-02-24: Hic repellat veritatis soluta molestiae ipsam.', '2022-04-06: Explicabo modi aliquam fuga nesciunt provident nihil blanditiis voluptatibus et.', '2022-05-06: Nam ea delectus quo natus placeat rem corporis laboriosam eveniet.', '2022-07-14: Repudiandae laboriosam reprehenderit doloremque illo.', '2022-08-17: Tempora qui sit soluta beatae quos.', '2022-09-23: Sunt ullam suscipit nemo quam odit provident debitis.', '2022-11-02: Dolorum debitis veritatis ea doloremque.', '2022-12-28: Quidem suscipit in magni magnam nisi fugiat placeat sapiente.', '2023-03-04: Minus ex est nesciunt aut facilis ullam.', '2023-04-11: Quia placeat deleniti architecto eius nostrum.', '2023-05-11: Quasi inventore maxime beatae est dignissimos temporibus.', '2023-06-25: Asperiores eaque neque sit quasi repellendus.', '2023-08-12: Nihil quaerat aut esse deserunt unde nesciunt id consequuntur.']"
1986,35474-30.2013.8.12.3834,Daniel Cassiano,Barbosa - EI,Inventário,Direito Administrativo,3602.6,290.34,504.97,2282.41,Arquivado,Arquivado,2022-05-28,2024-08-09,2022-11-02,158.0,Parcialmente Procedente,Heloísa Vargas,Rodrigues Duarte S/A Advogados,TRF2,Porto Alegre,TST,PA,Totam dolores dolorem soluta nulla.,"['2022-08-02: Est asperiores incidunt explicabo nesciunt vero at beatae provident velit.', '2022-09-25: Amet assumenda porro vel doloremque.', '2022-11-20: Ad explicabo laborum reprehenderit quidem eligendi earum.', '2023-01-03: Et distinctio a eum eaque similique aspernatur eligendi.', '2023-02-02: Consequatur velit tempora distinctio neque corporis.', '2023-02-23: Autem eligendi consequuntur repellat minus officia vitae corporis quo labore.', '2023-05-09: Distinctio rem deleniti vel quia voluptates similique.', '2023-07-13: Placeat mollitia perspiciatis adipisci iusto eveniet maxime.', '2023-10-10: Eos iste maiores eius veniam ipsa qui beatae dolorem.', '2023-11-01: Necessitatibus quia consectetur in vel ab.', '2024-01-16: Minima nihil animi quasi eos ab reiciendis dolor dolores.', '2024-02-03: Eius ea harum fugiat cum tenetur.', '2024-02-19: Ex officia optio aut necessitatibus.', '2024-05-17: Dolore amet officiis itaque quos iure voluptate officiis magni.', '2024-07-20: Ratione fuga minus soluta praesentium dolore praesentium.', '2024-08-09: Tenetur dolor commodi eius optio.']"
1987,81977-73.2017.8.40.5323,Jesus Mendonça - ME,Machado,Ação Civil Pública,Direito Imobiliário,407085.87,42420.53,0.0,252491.64,Arquivado,Arquivado,2025-03-13,2025-06-04,2025-05-27,75.0,Prejudicado,Brayan Pereira,Andrade Dias - ME Advogados,TJRS,Salvador,STF,AM,Beatae explicabo modi placeat rem laudantium sapiente harum. Temporibus vitae necessitatibus nisi illo.,"['2025-04-07: Culpa eum aperiam unde nam quam.', '2025-04-24: Quibusdam dolore porro nulla sunt numquam magnam.', '2025-05-19: Natus dolores quisquam velit exercitationem ipsum laborum voluptatum dolor deleniti.', '2025-06-04: Nemo aliquam id ratione assumenda fugiat cumque voluptates optio aperiam.', '2025-06-04: Ratione facere maxime aut amet molestias exercitationem repellendus.', '2025-06-04: Sunt modi fuga praesentium dolorum.', '2025-06-04: Delectus veritatis laborum quaerat eum ullam facere.', '2025-06-04: Dicta delectus libero possimus cupiditate.', '2025-06-04: In asperiores autem deserunt optio dolorum ipsum nulla porro.', '2025-06-04: Ipsum dignissimos qui ex sapiente.', '2025-06-04: Officiis rem laboriosam quis quisquam porro.', '2025-06-04: Maxime ipsam officia enim temporibus facere officia.', '2025-06-04: Perspiciatis perferendis harum adipisci rem ipsum.', '2025-06-04: Accusantium incidunt nulla doloremque ullam in libero tempora.', '2025-06-04: Perferendis architecto illo cumque reprehenderit animi.', '2025-06-04: Voluptatem officiis possimus corporis occaecati illum.', '2025-06-04: Explicabo ratione est laboriosam incidunt nobis ipsa.', '2025-06-04: Culpa dignissimos suscipit enim nisi occaecati rerum repellendus ad facere.']"
1988,39985-05.2024.2.53.1692,Caldeira,Pimenta,Execução,Direito Empresarial,508111.6,48487.36,101198.16,169446.58,Suspenso,Suspenso,2024-09-20,2025-06-04,,,,Dr. Gustavo Henrique Rios,Azevedo Advogados,TRF4,São Paulo,STF,BA,Doloribus saepe facilis maiores iure minima. Quam nesciunt atque eum.,"['2024-11-29: Magni repellendus cupiditate minima ipsa.', '2025-02-19: Culpa quibusdam quo alias exercitationem ex nesciunt debitis ratione.', '2025-05-16: Minima culpa laborum dicta at.', '2025-06-04: Harum ex impedit iure voluptates fugiat dolor rerum deserunt maxime.', '2025-06-04: Doloremque blanditiis expedita possimus voluptas id iste libero sequi quibusdam.', '2025-06-04: Laboriosam voluptatum optio dolorem cumque nemo.', '2025-06-04: Saepe reiciendis iusto ab quae accusantium in quidem.', '2025-06-04: Autem ratione quos consequatur nostrum illo possimus soluta.', '2025-06-04: Dignissimos temporibus neque dolorum aliquam architecto sequi delectus iusto error.', '2025-06-04: Consequuntur tempore accusamus aut aliquam illo nihil temporibus.', '2025-06-04: Labore quidem architecto amet repellat id deleniti deleniti.']"
1989,74954-70.2012.9.58.4829,Siqueira,Mateus Duarte,Revisão Contratual,Direito Administrativo,129577.11,5064.28,0.0,0.0,Encerrado,Encerrado,2022-12-29,2025-06-04,2025-06-03,887.0,Acordo Homologado,Sr. Caleb Garcia,Rezende Monteiro - ME Advogados,TST,Brasília,STF,PI,Ab incidunt consequuntur accusantium sapiente. In pariatur dolor ab.,"['2023-03-17: Ipsum porro ipsam dolor perferendis reiciendis.', '2023-05-08: Sed possimus dicta modi dicta.', '2023-07-17: Laudantium aliquid sint quo expedita aperiam maxime.', '2023-09-04: Autem magnam assumenda eveniet corrupti aut mollitia quas iusto quis.', '2023-10-18: Vero repellat reiciendis ea ea quidem excepturi sint.', '2024-01-05: Expedita saepe cum omnis quod.', '2024-03-03: Consequuntur ipsa velit a dolores.', '2024-03-20: Illum iste ratione facere iusto rem at.', '2024-06-10: Dignissimos eum nam eligendi suscipit.', '2024-08-30: Sit blanditiis facere saepe aspernatur aliquid ducimus odio.', '2024-10-05: Ea aliquid veritatis fugiat voluptatibus tempore enim et.', '2024-12-06: Possimus pariatur quas et maxime.', '2025-02-16: Tenetur dolor in voluptatibus fuga eos.', '2025-03-06: Nihil rerum aspernatur repudiandae tempore distinctio quia quis.', '2025-04-26: Quaerat mollitia voluptatibus laboriosam animi distinctio quod laboriosam nulla.', '2025-06-04: Ipsam animi quod voluptatibus temporibus dolore perspiciatis error totam.', '2025-06-04: Reprehenderit ut et ducimus error.', '2025-06-04: Harum ullam consectetur qui error.', '2025-06-04: Doloribus voluptatum numquam nihil quia facere deserunt.']"
1990,31466-71.2005.6.82.9386,Liz Guerra,Alves,Revisão Contratual,Direito Administrativo,857538.52,13953.58,160538.03,635337.57,Suspenso,Suspenso,2022-02-20,2025-01-02,,,,Henrique da Conceição,Martins Garcia Ltda. Advogados,TRF1,Campinas,STJ,ES,Dicta nihil consectetur fugiat laboriosam officia. Nesciunt magnam nobis iusto commodi itaque.,"['2022-05-11: Sequi sapiente nulla a delectus.', '2022-06-24: Ipsam numquam rerum nihil suscipit commodi alias deserunt iure.', '2022-07-09: Nobis cupiditate deserunt ratione explicabo sit occaecati.', '2022-08-08: Ipsam nostrum voluptas perspiciatis voluptates ipsam et unde earum illum voluptatem.', '2022-10-28: Ut hic iusto iste fuga esse.', '2023-01-05: Quo eum quidem aliquam eum omnis.', '2023-01-26: Aspernatur dolor iure fugiat molestiae ad possimus blanditiis.', '2023-04-19: Quam iste dolorem quas libero voluptatibus soluta cumque veritatis.', '2023-05-07: Vero quae itaque maiores cum temporibus cum deleniti autem.', '2023-07-20: Eligendi perferendis excepturi ipsa minus maiores.']"
1991,58183-91.2004.4.85.6909,Bernardo Vasconcelos,da Mota,Inventário,Direito de Família,590390.71,25713.81,0.0,0.0,Suspenso,Suspenso,2024-09-04,2025-06-04,,,,Brenda Alves,Nascimento Siqueira S.A. Advogados,TJRS,Belo Horizonte,STF,AL,Ipsum non temporibus totam repellendus minima reprehenderit. Cupiditate perspiciatis accusantium incidunt fuga corporis.,"['2024-12-02: Perferendis nostrum nihil itaque sunt mollitia.', '2025-01-24: Blanditiis quae natus hic doloribus iusto reiciendis quia.', '2025-03-05: Consectetur vitae harum enim nostrum ea ratione.', '2025-04-16: Tempore voluptatibus veritatis hic.', '2025-06-04: Omnis laborum quas laudantium tempore dolor iste natus.', '2025-06-04: Perferendis dignissimos deleniti nobis voluptatum vel atque.', '2025-06-04: Voluptatem sit accusamus ipsa impedit quis consequatur.', '2025-06-04: Quia necessitatibus in soluta eveniet explicabo aperiam reprehenderit.', '2025-06-04: A ea commodi voluptatem ducimus iure culpa soluta temporibus perspiciatis.', '2025-06-04: Saepe officia nisi et itaque facilis.', '2025-06-04: Rem esse corrupti reprehenderit eos quidem accusantium sed corporis quam optio.', '2025-06-04: Laboriosam sed ipsum assumenda adipisci et aspernatur.', '2025-06-04: Nam doloremque sed sit corporis rerum debitis esse.', '2025-06-04: Maiores cum quod ipsa.', '2025-06-04: Ab inventore dolor explicabo excepturi optio mollitia incidunt.']"
1992,75902-05.2006.8.84.2012,Rios - EI,Pimenta,Revisão Contratual,Direito Administrativo,515154.37,73259.71,55327.97,236202.68,Suspenso,Suspenso,2022-09-21,2023-03-18,,,,Pietro Pastor,Nunes Silva Ltda. Advogados,TRF4,Campinas,2ª Instância,MS,Vero corrupti ducimus ratione.,"['2022-12-09: Dolor quisquam recusandae asperiores aut.', '2023-03-07: Necessitatibus dolor fugit delectus.']"
1993,36534-12.1992.6.67.8872,Novaes,Bernardo Vasconcelos,Divórcio,Direito de Família,845761.5,53946.11,52866.45,422184.33,Arquivado,Arquivado,2025-01-01,2025-06-04,2025-05-25,144.0,Improcedente,Heloísa Vargas,Azevedo Advogados,TJDF,Rio de Janeiro,TST,GO,Fugiat tenetur molestiae amet. Incidunt dolorum inventore dolore reiciendis error est.,"['2025-03-08: Temporibus hic labore deleniti enim veritatis ad id.', '2025-05-14: Nihil nihil error debitis quisquam nihil accusamus ab dolorem qui.', '2025-06-04: Ipsum quia ad quod expedita earum vel praesentium ab dignissimos.', '2025-06-04: Dolor quis eligendi aliquid vel iure beatae.', '2025-06-04: Error magnam id hic fugit adipisci laudantium ab aut nihil.', '2025-06-04: Veniam soluta inventore autem odio veritatis.', '2025-06-04: Et iste vero dolorum vero.', '2025-06-04: Nemo excepturi vitae amet molestiae.', '2025-06-04: Iure enim repellat quo voluptatum dolore sequi voluptatibus.', '2025-06-04: Debitis debitis laudantium totam debitis aliquam atque debitis.', '2025-06-04: Voluptas atque voluptatibus ut amet illum soluta voluptatibus.', '2025-06-04: Minima placeat porro quae laudantium assumenda eaque.', '2025-06-04: Harum optio exercitationem corrupti optio molestiae est.', '2025-06-04: Temporibus est optio odio maiores temporibus reiciendis.', '2025-06-04: Ad doloribus ab asperiores enim voluptate commodi.']"
1994,54171-29.2011.8.71.7284,Luiz Gustavo Vasconcelos,Novais,Inventário,Direito Empresarial,638739.99,70497.39,103695.79,513479.71,Arquivado,Arquivado,2022-08-25,2025-01-20,2025-05-16,995.0,Recurso Improvido,Luiz Henrique Ferreira,Nascimento Siqueira S.A. Advogados,TJRJ,Belo Horizonte,1ª Instância,AP,Nesciunt omnis libero totam. Ex error veritatis.,"['2022-10-12: Aperiam harum placeat totam est quae.', '2022-11-08: Nam consectetur voluptatibus suscipit quia omnis pariatur incidunt soluta.', '2023-01-31: Aliquam sit alias adipisci omnis distinctio excepturi earum dolorum odio.', '2023-03-31: Natus atque esse nesciunt iusto id voluptates nostrum.', '2023-04-23: Eius officia sapiente veniam non distinctio.', '2023-06-29: Voluptates itaque labore nam odio libero reiciendis.', '2023-09-17: Quos sunt assumenda labore sit.', '2023-10-28: Atque tenetur voluptatem explicabo ipsum.', '2023-12-02: Cumque optio veritatis harum culpa repudiandae.', '2024-02-16: Esse provident ab officia vel temporibus ea placeat sit.', '2024-04-24: Exercitationem id facere ratione dicta ex voluptates repellat cupiditate.', '2024-05-27: Mollitia et dolor provident dolores esse totam fugit pariatur porro.', '2024-08-18: Ducimus asperiores excepturi perspiciatis quia.', '2024-11-16: Quidem tempora facere delectus cupiditate reiciendis officia enim soluta beatae.']"
